track_name,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,track,is_outlier
,Ghaliaa,133.0,28248.0,447624.0,27.0,15.0,229974.0,42579.0,2023-08-07,Akher Yawm,False
,Dezko,31142.0,26310863.0,76305266.0,8.0,18.0,354311.0,1327579.0,2023-06-09,Ascend,True
,Blessd,8723.0,37831803.0,124020754.0,17.0,21.0,1797464.0,194069.0,2024-01-24,SI SABE FERXXO,True
,Tucker Wetmore,5573.0,30858408.0,58496778.0,22.0,15.0,229974.0,233617.0,2024-03-29,Wind Up Missin' You,True
,G-Eazy,90212.0,20770256.0,660710453.0,122.0,21.0,98271.0,5468546.0,2017-09-07,No Limit,True
,Fred again..,29807.0,14707999.0,80795111.0,30.0,11.0,116217.0,394864.0,2023-10-13,ten,True
,Sonny Wern,31519.0,22810387.0,87323895.0,20.0,22.0,142486.0,403097.0,2023-10-06,"Dance For Me (1, 2, 3) - Stutter Techno",True
,Nej,36872.0,4548963.0,120054361.0,6.0,8.0,158949.0,2275813.0,2021-05-21,Paro,True
,NF,40366.0,16074335.0,164875589.0,10.0,5.0,5883.0,557175.0,2023-02-16,HOPE,True
,Alan Walker,75834.0,16363220.0,670068696.0,57.0,25.0,534986.0,4910579.0,2019-03-21,On My Way,True
,Taylor Swift,63937.0,44356528.0,935098853.0,159.0,39.0,1053627.0,2751022.0,2019-06-14,You Need To Calm Down,True
,Tyler Hubbard,17721.0,11539344.0,142607318.0,28.0,2.0,89250.0,596894.0,2022-08-19,Dancinï¿½ï¿½ï¿½ In The C,True
,Chris Stapleton,52739.0,9354750.0,320586187.0,50.0,12.0,99431.0,1663359.0,2020-08-27,Starting Over,True
,Sidhu Moose Wala,21677.0,5861599.0,267897492.0,8.0,15.0,229974.0,335298.0,2021-05-15,295,True
,Coolio,7.0,2021.0,1666699743.0,27.0,15.0,229974.0,826437.5,2023-08-11,Gangsta's Paradise (feat. L.V.),True
,Inder Arya,1613.0,158758.0,17389541.0,27.0,15.0,229974.0,826437.5,2023-07-27,Gulabi Sharara,True
,Bad Bunny,58352.0,12590067.0,426439016.0,15.0,2.0,605.0,961174.0,2022-05-06,Otro Atardecer,True
,Muti,7644.0,1077118.0,49630584.0,3.0,1.0,716.0,182499.0,2023-11-17,ýýlle de Sen,False
,Victony,40696.0,2870988.0,133353888.0,43.0,7.0,285721.0,3191942.0,2022-05-06,Soweto,True
,Jux,2938.0,535879.0,7403756.0,7.0,1.0,9961.0,963170.0,2023-07-14,Enjoy,True
,Lil Yachty,52177.0,9387393.0,142817891.0,30.0,12.0,132440.0,194400.0,2022-10-04,Poland,True
,iZaak,1159.0,1788765.0,6172030.0,1.0,15.0,229974.0,55459.0,2023-12-21,BBY BOO,False
,Fuerza Regida,3512.0,8863236.0,69834726.0,14.0,4.0,15528.0,259092.0,2024-02-09,Brillarosa,True
,Canbay & Wolker,7887.0,3440542.0,71190581.0,5.0,2.0,15685.0,412007.0,2023-09-29,Bertaraf,True
,Sexyy Red,1332.0,35500278.0,13671209.0,42.0,4.0,329075.0,130550.0,2024-05-24,U My Everything (feat. Drake),False
,Hippie Sabotage,195653.0,20289921.0,769295129.0,10.0,8.0,40306.0,8579839.0,2016-02-05,Devil Eyes,True
,J. Cole,124236.0,21455262.0,436133194.0,78.0,7.0,38073.0,1399160.0,2021-05-14,m y . l i f e (with 21 Savage & Morray),True
,Luke Combs,25097.0,5307004.0,192633758.0,12.0,1.0,71.0,420418.0,2022-06-24,"Going, Going, Gone",True
,Megan Thee Stallion,6104.0,23088210.0,80952546.0,26.0,10.0,447386.0,136893.0,2024-01-26,HISS,False
,B Praak,6163.0,1029980.0,53064181.0,1.0,15.0,229974.0,216531.0,2021-03-27,Baarish Ki Jaaye,True
,Emiway Bantai,2423.0,691567.0,39899018.0,27.0,15.0,229974.0,71016.0,2023-01-22,Company,False
,Olivia Rodrigo,1732.0,465956.0,287164579.0,15.0,15.0,229974.0,826437.5,2023-09-08,get him back!,True
,Peso Pluma,21917.0,17543809.0,261311116.0,4.0,2.0,4836584.0,220819.0,2023-06-22,LA PEOPLE,True
,6YNTHMANE,28387.0,19122650.0,185914923.0,1.0,2.0,491228.0,1114212.0,2023-05-12,BRAZILIAN DANï¿½ï¿½A P,True
,Switch Disco,26625.0,54204917.0,137897920.0,73.0,56.0,995516.0,1621052.0,2023-01-13,REACT,True
,KAROL G,30520.0,12759646.0,312111545.0,32.0,28.0,148329.0,1139084.0,2019-05-03,Ocean,True
,Imagine Dragons,57487.0,5571645.0,309587427.0,38.0,15.0,234536.0,3334562.0,2021-07-02,Wrecked,True
,Ice Spice,8321.0,17390936.0,82013588.0,15.0,12.0,470265.0,504447.0,2024-01-26,Think U The Shit (Fart),True
,AP Dhillon,37741.0,5454166.0,267617808.0,20.0,1.0,1097.0,557124.0,2020-09-18,Brown Munde,True
,Komal Choudhary,978.0,136801.0,15483918.0,1.0,15.0,229974.0,826437.5,2023-10-25,"Kallo(Feat.Ajay Hooda,Pooja Hooda)",True
,Ariana Grande,62958.0,23901981.0,541397856.0,47.0,7.0,163183.0,1320353.0,2020-10-30,pov,True
,Calum Scott,134807.0,70718949.0,1232373956.0,101.0,41.0,312677.0,5361735.0,2016-03-11,Dancing On My Own,True
,Sam Smith,167759.0,96423336.0,2086460781.0,259.0,271.0,1178331.0,12655149.0,2011-11-20,Stay With Me,True
,Tyler Hubbard,3411.0,8706253.0,26917389.0,17.0,6.0,1598341.0,229650.0,2023-09-08,Back Then Right Now,True
,KeBlack,1989.0,6717297.0,21670034.0,20.0,22.0,18067425.0,349565.0,2024-04-25,Boucan (feat. Franglish),True
,Becky G,38980.0,11054219.0,254118106.0,70.0,13.0,97011.0,821982.0,2021-06-03,Fulanito,True
,Paloma Faith,1307.0,1725637.0,10296798.0,5.0,3.0,62278.0,63534.0,2022-09-23,Only Love Can Hurt Like This (feat. Teddy Swims) - Remix,False
,DYSTINCT,34206.0,3353721.0,74769930.0,12.0,5.0,72590.0,1152489.0,2023-06-01,Business (feat. Naza),True
,Stray Kids,27089.0,8506820.0,293724552.0,7.0,6.0,59109.0,591662.0,2022-03-18,MANIAC,True
,Parsa Nani,17.0,64478.0,17255.0,2.0,1.0,4848.0,1867.0,2024-05-24,A Real Playa,False
,Dominic Fike,37054.0,15004163.0,148686610.0,55.0,10.0,47339.0,740382.0,2023-06-02,Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition),True
,Maria Becerra,15951.0,6701830.0,172082938.0,3.0,8.0,414587.0,308507.0,2022-12-08,ADIï¿½,True
,Eyedress,96233.0,22697396.0,438511316.0,4.0,3.0,18857.0,1611142.0,2021-06-03,Something About You,True
,LATIN MAFIA,18981.0,16280436.0,127503950.0,20.0,25.0,13071683.0,775879.0,2023-11-03,Patadas de Ahogado,True
,IVE,28691.0,12128682.0,365203093.0,25.0,6.0,76475.0,613332.0,2022-08-22,After LIKE,True
,florias,18.0,541.0,10554.0,27.0,15.0,229974.0,275.0,2023-03-10,So Far,False
,Billie Eilish,114997.0,28172038.0,1091185920.0,37.0,14.0,209449.0,2223597.0,2017-07-21,idontwannabeyouanymore,True
,Santa Fe Klan,27383.0,5458230.0,335856859.0,8.0,6.0,55639.0,973063.0,2019-12-12,Debo Entender,True
,MC PH,3432.0,20567305.0,35473387.0,4.0,15.0,12589266.0,38259.0,2024-04-04,Vem Desestressar,False
,Alan Walker,81058.0,16282307.0,596469106.0,32.0,16.0,125289.0,2538154.0,2018-07-27,Darkside,True
,Chris Brown,43939.0,9282167.0,125056212.0,53.0,16.0,143492.0,1524739.0,2022-06-17,Call Me Every Day (feat. WizKid),True
,AJR,71196.0,5509068.0,343227483.0,9.0,4.0,65921.0,2936528.0,2021-01-01,World's Smallest Violin,True
,Megan Thee Stallion,63421.0,26904800.0,319372639.0,91.0,15.0,143489.0,1499357.0,2021-06-11,Thot Shit,True
,Kendrick Lamar,352198.0,59811242.0,1476217041.0,117.0,32.0,565677.0,6010383.0,2012-01-01,Money Trees,True
,Eladio Carrion,39949.0,11667012.0,190420514.0,20.0,3.0,3397.0,315999.0,2023-03-17,Si La Calle Llama - Remix,True
,Dev Negi,31199.0,12874966.0,231434956.0,27.0,15.0,229974.0,826437.5,2021-12-22,Kusu Kusu (feat. Pamela Jain),True
,Jonas Brothers,16162.0,24753071.0,139105802.0,66.0,19.0,641414.0,573574.0,2023-04-07,Waffle House,True
,Tiagz,13502.0,1974605.0,39715603.0,27.0,1.0,2078.0,826437.5,2023-08-11,Tacata,True
,Troye Sivan,19673.0,11567850.0,125169958.0,60.0,29.0,395765.0,982286.0,2023-09-20,Got Me Started,True
,SZA,59064.0,17662712.0,452881574.0,22.0,13.0,111469.0,884773.0,2022-12-09,Low,True
,One Direction,154325.0,92409509.0,1548151634.0,66.0,36.0,231749.0,5939223.0,2014-11-17,Night Changes,True
,Christian Nodal,40921.0,13324377.0,518477840.0,39.0,18.0,2807120.0,1164732.0,2019-04-15,De Los Besos Que Te Di,True
,Eternxlkz,6863.0,23952817.0,73316998.0,2.0,15.0,229974.0,698469.0,2023-11-17,BRODYAGA FUNK,True
,D. Savage,3268.0,109837.0,3608717.0,27.0,15.0,229974.0,826437.5,2023-02-17,Private Jet,True
,Kendrick Lamar,185660.0,44429618.0,1157112366.0,191.0,45.0,179785.0,2244068.0,2017-04-14,DNA.,True
,Ty Dolla $ign,152498.0,28278237.0,949312501.0,30.0,7.0,4123.0,2633407.0,2014-06-10,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",True
,Gya,418.0,286571.0,5633595.0,2.0,1.0,128640.0,50894.0,2024-04-15,Baklava,False
,Ariana Grande,6270.0,16012094.0,127408697.0,13.0,9.0,205444.0,89167.0,2024-03-08,bye,False
,ROSALï¿½,42182.0,10406462.0,222910969.0,34.0,23.0,134321.0,1284746.0,2022-03-04,BIZCOCHITO,True
,Gracie's Corner,222.0,58855.0,2279039.0,1.0,15.0,229974.0,33195.0,2024-04-05,Veggie Dance,False
,Ellie Goulding,116546.0,49188494.0,1532983094.0,216.0,107.0,702636.0,19968269.0,2015-02-01,"Love Me Like You Do - From ""Fifty Shades Of Grey""",True
,Labrinth,127503.0,40134293.0,666107710.0,71.0,27.0,224993.0,4161911.0,2019-10-04,Still Don't Know My Name,True
,Burna Boy,23415.0,3622192.0,44751795.0,44.0,11.0,118980.0,343757.0,2023-06-01,Sittin' On Top Of The World,True
,Grupo Marca Registrada,28319.0,13770276.0,285183501.0,6.0,2.0,194190.0,411987.0,2022-05-27,Si Fuera Fï¿½ï¿,True
,Tory Lanez,116527.0,22947586.0,407015049.0,30.0,32.0,120194.0,712141.0,2020-02-07,Broke In A Minute,True
,Nimra Mehra,70.0,513.0,209649.0,27.0,15.0,229974.0,826437.5,2023-09-29,Mahiya Ve Gal Sun Mahiya Vey,True
,Veigh,25470.0,5055407.0,142474379.0,8.0,8.0,328165.0,153295.0,2023-05-19,Engana Dizendo Que Ama,False
,Brett Young,62305.0,14198815.0,560774282.0,38.0,5.0,8037.0,3920740.0,2016-01-01,In Case You Didn't Know,True
,Bizarrap,28883.0,9546255.0,146680564.0,8.0,13.0,115418.0,199628.0,2023-03-22,"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol",True
,Arcï¿½ï¿½,54302.0,17847539.0,462055272.0,11.0,7.0,23122.0,1569987.0,2016-09-30,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),True
,Lil Tecca,39763.0,21760033.0,114669893.0,2.0,3.0,36550.0,250753.0,2023-08-18,HVN ON EARTH (with Kodak Black),True
,Drake,25645.0,5218214.0,123630149.0,19.0,7.0,140361.0,761861.0,2023-10-06,Gently (feat. Bad Bunny),True
,Kygo,150179.0,55438878.0,1430439855.0,210.0,110.0,752307.0,13603866.0,2017-02-16,It Ain't Me (with Selena Gomez),True
,Payal Dev,4554.0,1202197.0,70622319.0,3.0,15.0,229974.0,162219.0,2021-06-03,Baarish Ban Jaana,False
,TWICE,32051.0,9361355.0,384886220.0,31.0,8.0,56015.0,643653.0,2020-10-26,I CAN'T STOP ME,True
,Post Malone,108263.0,18637177.0,622690472.0,36.0,10.0,120387.0,2184126.0,2019-09-06,Take What You Want (feat. Ozzy Osbourne & Travis Scott),True
,B Praak,6300.0,1979759.0,72348363.0,5.0,15.0,229974.0,209262.0,2021-07-06,Filhaal2 Mohabbat,True
,Drake,34004.0,4164888.0,81093233.0,7.0,3.0,135946.0,385268.0,2023-10-06,8am in Charlotte,True
,Marc Anthony,78822.0,28465181.0,618671056.0,112.0,46.0,685724.0,4858889.0,2013-07-23,Vivir Mi Vida,True
,TR-MEET,113.0,5777.0,18204.0,27.0,15.0,229974.0,964.0,2023-03-24,Lullaby - BadWolf Remix,False
,Jason Derulo,51888.0,9569404.0,286179073.0,99.0,28.0,344794.0,4522347.0,2020-11-19,Love Not War (The Tampa Beat),True
,Bad Bunny,11199.0,4402776.0,717849037.0,16.0,15.0,229974.0,826437.5,2023-10-13,WHERE SHE GOES,True
,Ava Max,2365.0,37158651.0,20012688.0,51.0,21.0,7073401.0,142814.0,2024-04-04,My Oh My,False
,Reneï¿½ï¿½ ,8973.0,20213928.0,81494626.0,23.0,39.0,3444021.0,826437.5,2023-12-15,Not My Fault (with Megan Thee Stallion),True
,Taylor Swift,67136.0,50350718.0,844790027.0,167.0,29.0,412109.0,1987676.0,2020-12-10,willow,True
,Lazza,5282.0,6183983.0,69972816.0,13.0,3.0,3785899.0,826437.5,2024-02-27,100 MESSAGGI,True
,Joel Corry,105947.0,68408965.0,509445605.0,124.0,72.0,1755222.0,3151561.0,2021-08-13,OUT OUT (feat. Charli XCX & Saweetie),True
,Rauw Alejandro,83179.0,20128974.0,596905923.0,72.0,18.0,238540.0,1086469.0,2021-06-25,Cï¿½ï¿½,True
,Drake,94964.0,21697781.0,383261731.0,62.0,27.0,428254.0,826437.5,2021-03-05,Whatï¿½ï¿½ï¿½,True
,Fred again..,102679.0,49713000.0,190872805.0,44.0,16.0,491915.0,1617989.0,2022-01-17,Turn On The Lights again.. (feat. Future),True
,Carin Leon,393.0,42329224.0,10557337.0,9.0,6.0,642021.0,110707.0,2024-06-01,Despï¿½ï¿½dase ,False
,D Billions,49.0,4311.0,231434956.0,27.0,15.0,229974.0,7925.0,2021-04-20,"Mommy, Mommy Give Me Yummy",False
,Garry Sandhu,12496.0,2290221.0,67999897.0,12.0,1.0,118.0,335509.0,2017-09-25,Illegal Weapon,True
,Nicki Minaj,189848.0,71457898.0,1125407888.0,149.0,53.0,984604.0,10373004.0,2012-01-01,Starships,True
,Grupo Firme,18763.0,9876263.0,308915484.0,6.0,1.0,4392.0,972534.0,2022-07-12,Calidad,True
,Silento,20.0,1347.0,387389363.0,27.0,15.0,229974.0,826437.5,2016-12-16,Watch Me,True
,Adele,89443.0,24441546.0,1064599051.0,116.0,37.0,295349.0,8268701.0,2015-11-20,Send My Love (To Your New Lover),True
,Angi Fire,1570.0,171193.0,14137400.0,27.0,15.0,229974.0,154184.0,2023-07-22,Chakalitos,False
,Sebastian Yatra,43372.0,12705005.0,546219103.0,21.0,31.0,123304.0,24199.0,2018-01-26,No Hay Nadie Mï¿½,False
,Clean Bandit,188363.0,58299660.0,1327093253.0,250.0,162.0,968778.0,25620314.0,2013-01-01,Rather Be (feat. Jess Glynne),True
,Witt Lowry,68181.0,10506568.0,390529605.0,17.0,7.0,9478.0,9200822.0,2018-06-08,Into Your Arms (feat. Ava Max),True
,Vegedream,154354.0,9307449.0,482859077.0,58.0,30.0,460193.0,4684186.0,2018-07-17,Ramenez la coupe ï¿½ï¿½ la ma,True
,$uicideboy$,43837.0,2663499.0,189588270.0,27.0,15.0,229974.0,240381.0,2022-07-29,1000 Blunts,True
,SyKo,76485.0,8876090.0,289085486.0,4.0,15.0,229974.0,4423775.0,2020-07-27,#BrooklynBloodPop!,True
,Baby Lullaby,36.0,9217.0,5484513.0,27.0,15.0,229974.0,826437.5,2014-10-23,Baby Songs,True
,Luca-Dante Spadafora,46323.0,14389973.0,119141939.0,21.0,15.0,212114.0,409234.0,2023-05-12,Mï¿½ï¿½dchen auf dem P,True
,Becky G,51865.0,15227639.0,588021470.0,20.0,24.0,221478.0,1621041.0,2018-08-02,Cuando Te Besï¿,True
,Pritam,3298.0,5676613.0,54461319.0,5.0,15.0,229974.0,121292.0,2023-11-22,"Lutt Putt Gaya (From ""Dunki"")",False
,Dom Dolla,945.0,44490548.0,1920905.0,33.0,22.0,987568.0,12191.0,2024-06-07,girl$,False
,Offset,61432.0,15468892.0,306221125.0,50.0,24.0,194800.0,2066390.0,2019-02-22,Clout (feat. Cardi B),True
,Dadju,10432.0,9086026.0,70592513.0,25.0,25.0,16463650.0,1203361.0,2023-12-08,I love you,True
,Borges,10849.0,8194521.0,79782529.0,9.0,18.0,5792984.0,826437.5,2023-12-12,Loucura,True
,Perrie,1439.0,18871474.0,16171953.0,40.0,38.0,2359911.0,107402.0,2024-04-12,Forget About Us,False
,Ariana Grande,110953.0,65876311.0,1465918510.0,102.0,43.0,356866.0,5273745.0,2014-08-21,One Last Time,True
,Kenia OS,15573.0,11736236.0,249199925.0,21.0,15.0,100850.0,576456.0,2022-10-27,Malas Decisiones,True
,Bad Bunny,50219.0,17690466.0,426904285.0,15.0,4.0,120297.0,629164.0,2022-05-06,Dos Mil 16,True
,Toy Cantando,3255.0,310554.0,38260236.0,27.0,15.0,229974.0,4506.0,2013-06-10,La Vaca Lola,False
,Gusttavo Lima,12885.0,13054030.0,194919563.0,19.0,62.0,1085113.0,134484.0,2022-03-31,Termina Comigo Antes,False
,Payal Dev,1424.0,362321.0,12208412.0,1.0,15.0,229974.0,37064.0,2020-08-11,Baarish,False
,Mï¿½ï¿½ne,94637.0,9975524.0,475549122.0,62.0,28.0,566398.0,2395559.0,2021-03-03,ZITTI E BUONI,True
,Chino Pacas,23146.0,7025185.0,241174958.0,9.0,1.0,72.0,522273.0,2023-03-14,Dijeron Que No La Iba Lograr,True
,Loreen,7360.0,8210301.0,68785555.0,26.0,31.0,12315494.0,677013.0,2023-10-13,Is It Love,True
,Portugal. The Man,204110.0,65716191.0,1303452422.0,87.0,219.0,2003306.0,826437.5,2017-03-02,Feel It Still,True
,Quiet as a Mouse,31199.0,12874966.0,231434956.0,27.0,15.0,229974.0,1.0,2022-10-21,Portobello Beach,False
,Migos,89159.0,24300466.0,590983645.0,109.0,23.0,169108.0,3894893.0,2017-10-27,MotorSport,True
,Halsey,56371.0,12074505.0,635393773.0,60.0,11.0,31796.0,4213886.0,2017-06-02,Bad At Love,True
,YoungBoy Never Broke Again,60031.0,4503801.0,163974630.0,23.0,2.0,55679.0,826437.5,2021-01-30,Nevada,True
,The Strokes,152115.0,30405327.0,457933102.0,29.0,28.0,129502.0,1670342.0,2020-04-10,The Adults Are Talking,True
,Grupo Menos ï¿½ï¿½ ,6608.0,2522207.0,270944683.0,27.0,7.0,22899.0,826437.5,2020-04-23,Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),True
,natori,26630.0,3407532.0,191425175.0,21.0,15.0,229974.0,367613.0,2022-09-07,Overdose,True
,Selena,12.0,74974.0,50962805.0,2.0,15.0,229974.0,826437.5,2024-03-22,Techno Cumbia (Remasterizado 2024/30th Anniversary),True
,Anggi Marito,14918.0,7489575.0,415357981.0,8.0,1.0,2405.0,127265.0,2022-12-02,Tak Segampang Itu,False
,Lil Baby,93481.0,10151445.0,289652584.0,35.0,3.0,30366.0,2007348.0,2020-02-28,Emotionally Scarred,True
,Luke Combs,93613.0,23160480.0,807802864.0,55.0,11.0,29415.0,1719362.0,2017-06-02,When It Rains It Pours,True
,Jason Aldean,22233.0,3205615.0,143447350.0,2.0,2.0,39829.0,991870.0,2021-07-23,If I Didn't Love You,True
,Bad Bunny,20979.0,16117371.0,144801283.0,18.0,4.0,321307.0,538315.0,2023-10-13,NO ME QUIERO CASAR,True
,Anne-Marie,18457.0,6727123.0,107435709.0,52.0,22.0,287345.0,1025913.0,2023-05-18,UNHEALTHY (feat. Shania Twain),True
,Emanero,7487.0,3295468.0,65617109.0,1.0,4.0,252063.0,101460.0,2023-07-05,ATORRANTE - con Los Palmeras,False
,Elevation Worship,31102.0,3889566.0,79621215.0,20.0,11.0,246651.0,567381.0,2023-05-19,"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",True
,Tate McRae,3984.0,2453761.0,1256101755.0,109.0,15.0,229974.0,826437.5,2023-09-15,greedy,True
,Chayï¿½ï¿½n R,1181.0,235460.0,7178040.0,27.0,15.0,229974.0,156906.0,2023-10-27,El Mejor,False
,Hozier,113315.0,30950638.0,2544489950.0,142.0,18.0,17163.0,826437.5,2013-09-13,Take Me to Church,True
,The Chainsmokers,137023.0,33124854.0,1046848265.0,129.0,43.0,173923.0,9203307.0,2015-06-16,Roses,True
,Lil Baby,99524.0,11666867.0,428009373.0,27.0,4.0,26549.0,2437123.0,2018-10-04,Close Friends (Lil Baby & Gunna),True
,Boy Wonder CF,871.0,379289.0,272261201.0,2.0,15.0,229974.0,826437.5,2023-11-21,"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",True
,Camilo,42742.0,14190262.0,401104048.0,82.0,25.0,361819.0,1090144.0,2020-11-25,BEBï¿,True
,Romeo Santos,76654.0,28891369.0,751508028.0,46.0,37.0,458762.0,4633986.0,2013-01-01,Propuesta Indecente,True
,Naiara Azevedo,10235.0,8902883.0,149801910.0,4.0,24.0,167705.0,103032.0,2023-01-12,Palhaï¿½ï¿½a (Ao V,False
,FISHER,40300.0,55773870.0,105178211.0,33.0,17.0,92002.0,582149.0,2023-08-11,Atmosphere,True
,Mehmood J,5.0,29.0,10762.0,27.0,15.0,229974.0,3103.0,2022-06-24,Eid,False
,Drake,180650.0,36876067.0,970219741.0,27.0,15.0,229974.0,826437.5,2019-06-15,Money In The Grave (Drake ft. Rick Ross),True
,Bad Bunny,23373.0,9125370.0,118835954.0,5.0,15.0,229974.0,399333.0,2023-10-13,BABY NUEVA,True
,ýýýýýýýýýý ýýýýýýýý,114.0,21665.0,468162.0,27.0,15.0,229974.0,95147.0,2022-12-08,ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý,False
,Wisin,31199.0,12874966.0,231434956.0,27.0,15.0,229974.0,826437.5,2018-01-19,Escapate Conmigo,True
,Galantis,4573.0,31483398.0,35712909.0,29.0,31.0,1270197.0,271031.0,2024-02-16,Lighter,True
,Rahul Sipligunj,169.0,170665.0,72962855.0,27.0,15.0,229974.0,826437.5,2021-11-10,"Halli Naatu (From ""Rrr"")",True
,Ed Sheeran,109373.0,54954226.0,1322385342.0,37.0,29.0,310000.0,826437.5,2017-03-03,Happier,True
,Selena Gomez,48598.0,14497820.0,550049388.0,53.0,24.0,81398.0,2766042.0,2015-10-09,Kill Em With Kindness,True
,Hannah Laing,26116.0,36440018.0,100186243.0,41.0,16.0,329760.0,505083.0,2023-05-12,Good Love,True
,CHINCHILLA,21963.0,13959755.0,100397677.0,6.0,1.0,79184.0,826437.5,2023-04-21,Little Girl Gone,True
,Anuel AA,66150.0,25410849.0,778846570.0,37.0,18.0,279961.0,1494647.0,2018-11-02,Ella Quiere Beber - Remix,True
,Fresh X Reckless,6378.0,749928.0,19617254.0,1.0,15.0,229974.0,826437.5,2023-01-11,Blicky,True
,Quality Control,111477.0,16214693.0,522143496.0,41.0,13.0,67110.0,1797781.0,2019-07-17,Baby (Lil Baby feat. DaBaby),True
,Montell Fish,56660.0,27811906.0,296674882.0,16.0,8.0,210339.0,924914.0,2022-09-16,Hotel,True
,Natanael Cano,15069.0,7363178.0,157476564.0,11.0,1.0,72.0,213453.0,2023-06-30,Mas Altas Que Bajadas,True
,Gustixa,9646.0,1321681.0,53532212.0,1.0,15.0,229974.0,1190146.0,2022-09-05,Somewhere Only We Know,True
,MC Cabelinho,30221.0,5514940.0,185050407.0,10.0,14.0,367281.0,198749.0,2021-12-20,X1,True
,Bebefinn,162.0,21068.0,1731282.0,27.0,15.0,229974.0,4206.0,2022-08-26,Baby Shark,False
,Nicki Nicole,23852.0,8214976.0,182184068.0,11.0,22.0,441318.0,176341.0,2023-05-17,DISPARA ***,False
,Ellie Goulding,104998.0,30818474.0,784334383.0,86.0,48.0,140321.0,12172997.0,2012-01-01,Burn,True
,Rod Wave,40909.0,4353138.0,164804108.0,20.0,5.0,26308.0,569269.0,2021-11-22,By Your Side,True
,Enchan,284.0,21377.0,1426122.0,27.0,1.0,98031.0,314385.0,2022-11-23,Very Sad,True
,Christian Nodal,37141.0,12874966.0,492542256.0,27.0,22.0,858993.0,1316575.0,2018-09-07,No Te Contaron Mal,True
,Adele,117365.0,41710598.0,1284096603.0,133.0,36.0,1394780.0,5077728.0,2015-11-20,When We Were Young,True
,Calvin Harris,92.0,28566.0,57151.0,27.0,15.0,229974.0,826437.5,2023-06-16,Miracle (Extended),True
,Alacranes Musical,5.0,17.0,12495358.0,27.0,15.0,229974.0,826437.5,2024-03-22,Zapateado Encabronado #3,True
,Morgan Wallen,30503.0,5318773.0,210072827.0,8.0,15.0,229974.0,172414.0,2023-03-03,Ainï¿½ï¿½ï¿½t Tha,False
,NLE Choppa,65297.0,6721980.0,155142115.0,8.0,5.0,31849.0,1008825.0,2022-10-07,Do It Again (feat. 2Rare),True
,Gerardo Coronel,2515.0,1614193.0,136999598.0,2.0,15.0,229974.0,772708.0,2022-11-11,Te Felicito,True
,Bruno Portinho Trilhas para filmes,3.0,10.0,231434956.0,27.0,15.0,229974.0,826437.5,2023-03-07,Funny Song,True
,Taylor Swift,2923.0,11950658.0,122986507.0,25.0,4.0,2012467.0,46678.0,2024-04-18,The Smallest Man Who Ever Lived,False
,Central Cee,137745.0,8267546.0,356681497.0,26.0,3.0,7612.0,1028060.0,2020-10-22,Loading,True
,DYSTINCT,30635.0,5622603.0,69208147.0,28.0,10.0,239446.0,1184458.0,2023-05-11,Tek Tek (feat. MHD),True
,Future,9191.0,3072155.0,32935844.0,9.0,15.0,229974.0,296876.0,2024-03-22,Everyday Hustle,True
,La Joaqui,18928.0,3742291.0,100335960.0,1.0,4.0,28838.0,160060.0,2022-10-27,Dos Besitos,False
,Alok,61133.0,99451251.0,335203899.0,92.0,111.0,2069650.0,1795229.0,2022-06-17,Deep Down (feat. Never Dull),True
,Jhay Cortez,135811.0,46929639.0,1367265268.0,118.0,45.0,1959690.0,2785821.0,2019-05-17,No Me Conoce - Remix,True
,Ela Taubert,3662.0,17901827.0,61288751.0,10.0,15.0,331202.0,610292.0,2024-02-14,ýýCýýmo Pasýý?,True
,Lil Dicky,82446.0,12953022.0,670298052.0,27.0,13.0,45931.0,826437.5,2018-03-15,Freaky Friday (feat. Chris Brown),True
,Shubh,18344.0,7425022.0,191465461.0,21.0,1.0,22131.0,267764.0,2023-05-19,Still Rollin,True
,Capital Cities,256512.0,74267670.0,1286089822.0,118.0,81.0,172564.0,21359402.0,2012-01-01,Safe And Sound,True
,Kim Loaiza,1104.0,1717958.0,28817964.0,1.0,2.0,60358.0,49569.0,2023-10-25,Mal Hombre,False
,5 Seconds of Summer,103554.0,18582680.0,683247723.0,62.0,10.0,551258.0,3637003.0,2019-08-21,Teeth,True
,Mike Posner,17799.0,3474319.0,83366020.0,18.0,19.0,117547.0,560533.0,2015-06-22,I Took A Pill In Ibiza,True
,Deep Chills,17950.0,3630498.0,86943003.0,2.0,5.0,5172.0,1866241.0,2017-08-18,Run Free,True
,Purple Disco Machine,34102.0,6137203.0,177722624.0,62.0,32.0,846073.0,5644172.0,2022-01-21,In The Dark,True
,WIU,35385.0,8942936.0,227079649.0,18.0,21.0,258759.0,252351.0,2022-09-22,Felina,True
